id,department,question,expected_behavior,expected_answer,model_answer,retrieved_document,retrieved_section,correct,retrieval_accuracy,answer_relevance,groundedness,faithfulness,out_of_scope_detection,multi_hop_success,latency_ms,confidence,all_sources,notes
Q102,Finance,Can you help me with where should i book business travel?,IN_SCOPE,Business travel should be booked through the NexusTravel Portal.,the **NexusTravel Portal**,nexus-technologies-finance-expense-policy.md,3. Business Travel,correct,1.0,0.6135221087646768,0.8,0.6135221087646768,0.0,0.0,1006,0.174,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.2358}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.1642}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""10. Office Locations"", ""relevance_score"": 0.1233}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""1. Purpose & Scope"", ""relevance_score"": 0.118}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2. Expense Reimbursement"", ""relevance_score"": 0.1163}]",
Q103,Finance,What should I do if where should i book business travel?,IN_SCOPE,Business travel should be booked through the NexusTravel Portal.,I cannot answer that from the Nexus company policy knowledge base.,nexus-technologies-finance-expense-policy.md,3. Business Travel,correct,1.0,0.5276910779371644,0.8,0.5276910779371644,0.0,0.0,1253,0.137,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.1875}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.1317}, {""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Business travel (see **Finance Policy** \u2014 Travel & Expense) should favor virtual meetings via NexusMeet where practical, reserving travel for high-value client or strategic engagements."", ""relevance_score"": 0.0907}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""10. Office Locations"", ""relevance_score"": 0.0732}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2. Expense Reimbursement"", ""relevance_score"": 0.0674}]",
Q104,Finance,How long does reimbursement usually take after approval?,IN_SCOPE,Approved expense reports are disbursed by direct deposit within 5 to 7 business days of final approval.,Approved expense reports are disbursed by direct deposit within 5-7 business days of final approval. See Finance & Expense Policy 2.5. [2] nexus-technologies-finance-expense-policy.md — 2.4a Expense Reimbursement Approval ### 2.4a Expense Reimbursement Approval Per Company Profile 9.3: expense reports **under $500** route to the Direct Manager only; expense reports **above $500** additionally route to Finance for validation before disbursement (see 9.1 Approval Workflow). ### 2.5 Reimbursement Timeline - Approved expense reports are disbursed by direct deposit within **5–7 business days of final approval. See Finance & Expense Policy 2.5. [2] nexus-technologies-finance-expense-policy.md — 2.4a Expense Reimbursement Approval Per Company Profile 9.3: expense reports **under $500** route to the Direct Manager only; expense reports **above $500,COMPANY_FAQ.md,Finance Questions,incorrect,0.0,0.7484453420507015,0.4,0.7484453420507015,0.0,0.0,7333,0.394,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.4817}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.4a Expense Reimbursement Approval"", ""relevance_score"": 0.4134}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.288}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.3 Receipts & Documentation"", ""relevance_score"": 0.2517}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.1903}]",
Q105,Finance,Can you help me with how long does reimbursement usually take after approval?,IN_SCOPE,Approved expense reports are disbursed by direct deposit within 5 to 7 business days of final approval.,Approved expense reports are disbursed by direct deposit within 5-7 business days of final approval. See Finance & Expense Policy 2.5. [2] nexus-technologies-finance-expense-policy.md — 2.4a Expense Reimbursement Approval ### 2.4a Expense Reimbursement Approval Per Company Profile 9.3: expense reports are disbursed via direct deposit within **5–7 business days** of final approval.,COMPANY_FAQ.md,Finance Questions,incorrect,0.0,0.8552167152431799,0.4,0.8552167152431799,0.0,0.0,4819,0.443,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.5167}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.4a Expense Reimbursement Approval"", ""relevance_score"": 0.4502}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.3626}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.3 Receipts & Documentation"", ""relevance_score"": 0.3152}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.2382}]",
Q106,Finance,What should I do if how long does reimbursement usually take after approval?,IN_SCOPE,Approved expense reports are disbursed by direct deposit within 5 to 7 business days of final approval.,I cannot answer that from the Nexus company policy knowledge base.,COMPANY_FAQ.md,Finance Questions,incorrect,0.0,0.1193847005799623,0.4,0.1193847005799623,0.0,0.0,1064,0.389,"[{""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.4546}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.4a Expense Reimbursement Approval"", ""relevance_score"": 0.3872}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.3247}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""2.3 Receipts & Documentation"", ""relevance_score"": 0.3039}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.2268}]",
Q107,Finance,Do I need special approval for international travel?,IN_SCOPE,International travel requires Director approval regardless of cost.,Yes.,Nexus_Technologies_Information_Security_Policy.md,,incorrect,0.0,0.0,0.4,0.0,0.0,0.0,824,0.237,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.3702}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.2488}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.1 Core principles"", ""relevance_score"": 0.0908}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0863}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9. Approval Hierarchy"", ""relevance_score"": 0.0483}]",
Q108,Finance,Can you help me with do i need special approval for international travel?,IN_SCOPE,International travel requires Director approval regardless of cost.,Yes.,Nexus_Technologies_Information_Security_Policy.md,,incorrect,0.0,0.0,0.4,0.0,0.0,0.0,783,0.272,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.3751}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.3076}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.1328}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""1. Purpose & Scope"", ""relevance_score"": 0.0896}, {""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.0667}]",
Q109,Finance,What should I do if do i need special approval for international travel?,IN_SCOPE,International travel requires Director approval regardless of cost.,I cannot answer that from the Nexus company policy knowledge base.,Nexus_Technologies_Information_Security_Policy.md,,incorrect,0.0,0.22442222210859727,0.4,0.22442222210859727,0.0,0.0,1002,0.219,"[{""source"": ""Nexus_Technologies_Information_Security_Policy.md"", ""department"": ""security"", ""section"": null, ""relevance_score"": 0.3251}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.2733}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9. Approval Hierarchy"", ""relevance_score"": 0.0599}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3. Business Travel"", ""relevance_score"": 0.058}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.1 Core principles"", ""relevance_score"": 0.0345}]",
Q110,Finance,What is the corporate card limit for a Director or VP?,IN_SCOPE,"The monthly limit for a Director or VP is $10,000.","$10,000",nexus-technologies-finance-expense-policy.md,3.5 International & High-Risk Travel,correct,1.0,0.36139680993759593,0.8,0.36139680993759593,0.0,0.0,945,0.312,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.3997}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.2 Monthly Limits"", ""relevance_score"": 0.3209}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.5 Commercial (Customer) Contract & Other Approvals"", ""relevance_score"": 0.2166}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.1973}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.3 Procurement (vendor) contract approval"", ""relevance_score"": 0.1928}]",
Q111,Finance,Can you help me with what is the corporate card limit for a director or vp?,IN_SCOPE,"The monthly limit for a Director or VP is $10,000.","$10,000",nexus-technologies-finance-expense-policy.md,3.5 International & High-Risk Travel,correct,1.0,0.36139680993759593,0.8,0.36139680993759593,0.0,0.0,815,0.358,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.4491}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.2 Monthly Limits"", ""relevance_score"": 0.3603}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.5 Commercial (Customer) Contract & Other Approvals"", ""relevance_score"": 0.2647}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.2245}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.3 Procurement (vendor) contract approval"", ""relevance_score"": 0.2119}]",
Q112,Finance,What should I do if what is the corporate card limit for a director or vp?,IN_SCOPE,"The monthly limit for a Director or VP is $10,000.",I cannot answer that from the Nexus company policy knowledge base.,nexus-technologies-finance-expense-policy.md,3.5 International & High-Risk Travel,correct,1.0,0.2915761015644076,0.8,0.2915761015644076,0.0,0.0,1122,0.304,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.5 International & High-Risk Travel"", ""relevance_score"": 0.4049}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.2 Monthly Limits"", ""relevance_score"": 0.3225}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.5 Commercial (Customer) Contract & Other Approvals"", ""relevance_score"": 0.1856}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.1699}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.1366}]",
Q113,Finance,When do I need a purchase request?,IN_SCOPE,A purchase request is required for purchases not made via corporate card and for vendor or subscription spend.,"Any purchase not made via corporate card — software subscriptions, hardware, contracted services, recurring vendor spend — requires a **Procurement Request Form (PRF)** submitted in Workday **before** the purchase is made.",nexus-technologies-finance-expense-policy.md,4.5 Prohibited Uses,correct,1.0,0.6567365252089873,0.8,0.6567365252089873,0.0,0.0,1987,0.211,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.3835}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.1266}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.1217}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.1111}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Legal Questions"", ""relevance_score"": 0.1075}]",
Q114,Finance,Can you help me with when do i need a purchase request?,IN_SCOPE,A purchase request is required for purchases not made via corporate card and for vendor or subscription spend.,"Any purchase not made via corporate card — software subscriptions, hardware, contracted services, recurring vendor spend — requires a **Procurement Request Form (PRF)** submitted in Workday **before** the purchase is made.",nexus-technologies-finance-expense-policy.md,4.5 Prohibited Uses,correct,1.0,0.6567365252089873,0.8,0.6567365252089873,0.0,0.0,2278,0.185,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.3546}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.1062}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.0928}, {""source"": ""COMPANY_FAQ.md"", ""department"": ""shared"", ""section"": ""Finance Questions"", ""relevance_score"": 0.0893}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.0821}]",
Q115,Finance,What should I do if when do i need a purchase request?,IN_SCOPE,A purchase request is required for purchases not made via corporate card and for vendor or subscription spend.,"Any purchase not made via corporate card — software subscriptions, hardware, contracted services, recurring vendor spend — requires a **Procurement Request Form (PRF)** submitted in Workday **before** the purchase is made.",nexus-technologies-finance-expense-policy.md,4.5 Prohibited Uses,correct,1.0,0.6567365252089873,0.8,0.6567365252089873,0.0,0.0,2321,0.193,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.344}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.1344}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""10. FAQ"", ""relevance_score"": 0.1008}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.0914}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.0406}]",
Q116,Finance,How is a new vendor onboarded before payment?,IN_SCOPE,A new vendor must be added to the vendor master and have the required compliance documents on file before payment.,"New vendors must submit a completed **W-9** (US) or **W-8BEN** (international), banking details, and any required compliance documentation.",nexus-technologies-finance-expense-policy.md,6.4 Unbudgeted / Exception Spend,correct,1.0,0.6258488166104957,0.8,0.6258488166104957,0.0,0.0,1519,0.282,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.4 Unbudgeted / Exception Spend"", ""relevance_score"": 0.3547}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.2514}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.2 Payment Terms"", ""relevance_score"": 0.24}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.2231}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.3 Procurement (vendor) contract approval"", ""relevance_score"": 0.1906}]",
Q117,Finance,Can you help me with how is a new vendor onboarded before payment?,IN_SCOPE,A new vendor must be added to the vendor master and have the required compliance documents on file before payment.,"New vendors must submit a completed **W-9** (US) or **W-8BEN** (international), banking details, and any required compliance documentation.",nexus-technologies-finance-expense-policy.md,6.4 Unbudgeted / Exception Spend,correct,1.0,0.6258488166104957,0.8,0.6258488166104957,0.0,0.0,1505,0.301,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.4 Unbudgeted / Exception Spend"", ""relevance_score"": 0.3554}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.3051}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.2438}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.2 Payment Terms"", ""relevance_score"": 0.2346}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""9.2 Purchase Request Flow"", ""relevance_score"": 0.2125}]",
Q118,Finance,What should I do if how is a new vendor onboarded before payment?,IN_SCOPE,A new vendor must be added to the vendor master and have the required compliance documents on file before payment.,New Vendor Onboarding,nexus-technologies-finance-expense-policy.md,6.4 Unbudgeted / Exception Spend,correct,1.0,0.4992415207989369,0.8,0.4992415207989369,0.0,0.0,813,0.208,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.4 Unbudgeted / Exception Spend"", ""relevance_score"": 0.2547}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.2019}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.1688}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.1633}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""9.2 Purchase Request Flow"", ""relevance_score"": 0.1385}]",
Q119,Finance,"I am buying a service for $8,000 that was not in the budget. What approval should I expect?",IN_SCOPE,"Unbudgeted spend above the standard threshold usually requires approval one level above the standard threshold, and items in the $1,001 to $10,000 range require Director approval.","One level higher than the standard threshold in Section 6.2 — for example, a $3,000 unbudgeted item needs Director approval instead of Manager approval.",nexus-technologies-finance-expense-policy.md,,correct,1.0,0.7971667565207292,0.8,0.7971667565207292,0.0,0.7,1646,0.265,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.3084}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.2 Expense & Purchase Approval Thresholds"", ""relevance_score"": 0.2435}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.2433}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.243}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.2 Commercial (customer) contract approval"", ""relevance_score"": 0.2351}]",
Q120,Finance,"Can you help me with i am buying a service for $8,000 that was not in the budget. what approval should i expect?",IN_SCOPE,"Unbudgeted spend above the standard threshold usually requires approval one level above the standard threshold, and items in the $1,001 to $10,000 range require Director approval.","One level higher than the standard threshold in Section 6.2 — for example, a $3,000 unbudgeted item needs Director approval instead of Manager approval.",nexus-technologies-finance-expense-policy.md,,correct,1.0,0.7971667565207292,0.8,0.7971667565207292,0.0,0.7,1578,0.25,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.2636}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.2453}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.2423}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": ""5.2 Commercial (customer) contract approval"", ""relevance_score"": 0.2209}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.2 Expense & Purchase Approval Thresholds"", ""relevance_score"": 0.2123}]",
Q121,Finance,"What should I do if i am buying a service for $8,000 that was not in the budget. what approval should i expect?",IN_SCOPE,"Unbudgeted spend above the standard threshold usually requires approval one level above the standard threshold, and items in the $1,001 to $10,000 range require Director approval.","One level higher than the standard threshold in Section 6.2 — for example, a $3,000 unbudgeted item needs Director approval instead of Manager approval.",nexus-technologies-finance-expense-policy.md,,correct,1.0,0.7971667565207292,0.8,0.7971667565207292,0.0,0.7,1795,0.211,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.2519}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""9.3 Purchase, Expense & Procurement Approval"", ""relevance_score"": 0.1951}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.5 Payment Run Cadence"", ""relevance_score"": 0.1853}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""6.2 Expense & Purchase Approval Thresholds"", ""relevance_score"": 0.18}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""5.3 Review SLA"", ""relevance_score"": 0.1386}]",
Q122,Finance,The invoice does not match the purchase order. What happens next?,IN_SCOPE,The invoice is held by Accounts Payable and routed to Procurement until the discrepancy is resolved.,Discrepancies are routed to Procurement for resolution before payment proceeds.,nexus-technologies-finance-expense-policy.md,7.2 Payment Terms,correct,1.0,0.7410208166077218,0.8,0.7410208166077218,0.0,0.7,1173,0.25,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.2 Payment Terms"", ""relevance_score"": 0.3434}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""9.2 Purchase Request Flow"", ""relevance_score"": 0.22}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.1862}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.1555}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.0932}]",
Q123,Finance,Can you help me with the invoice does not match the purchase order. what happens next?,IN_SCOPE,The invoice is held by Accounts Payable and routed to Procurement until the discrepancy is resolved.,Discrepancies are routed to Procurement for resolution before payment proceeds.,nexus-technologies-finance-expense-policy.md,7.2 Payment Terms,correct,1.0,0.7410208166077218,0.8,0.7410208166077218,0.0,0.7,1223,0.243,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.2 Payment Terms"", ""relevance_score"": 0.3301}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""9.2 Purchase Request Flow"", ""relevance_score"": 0.2319}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.1658}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.1388}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.0838}]",
Q124,Finance,What should I do if the invoice does not match the purchase order. what happens next?,IN_SCOPE,The invoice is held by Accounts Payable and routed to Procurement until the discrepancy is resolved.,I cannot answer that from the Nexus company policy knowledge base.,nexus-technologies-finance-expense-policy.md,7.2 Payment Terms,incorrect,1.0,0.19176647390566576,0.8,0.19176647390566576,0.0,0.7,1049,0.195,"[{""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""7.2 Payment Terms"", ""relevance_score"": 0.3028}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""9.2 Purchase Request Flow"", ""relevance_score"": 0.1466}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": null, ""relevance_score"": 0.1359}, {""source"": ""NEXUS_LEGAL_COMPLIANCE_MANUAL.md"", ""department"": ""legal"", ""section"": null, ""relevance_score"": 0.1342}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""4.5 Prohibited Uses"", ""relevance_score"": 0.1169}]",
Q125,Finance,Recommend a restaurant near my office.,OUT_OF_SCOPE,I cannot recommend a restaurant from the Nexus company policy knowledge base because it is outside internal policy scope.,I cannot answer that from the Nexus company policy knowledge base.,General_Company_Policies.md,Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs.,correct,0.0,0.6353818758758755,0.2,0.6353818758758755,1.0,0.0,1108,0.055,"[{""source"": ""General_Company_Policies.md"", ""department"": ""finance"", ""section"": ""Hybrid employees relocating outside a reasonable commuting distance of their assigned office must notify HR and their Manager in advance; continued hybrid status is not guaranteed and may convert to Remote-First pending role and business needs."", ""relevance_score"": 0.0819}, {""source"": ""company_profile.md"", ""department"": ""company"", ""section"": ""10. Office Locations"", ""relevance_score"": 0.0666}, {""source"": ""nexus-technologies-finance-expense-policy.md"", ""department"": ""finance"", ""section"": ""3.3 Hotel Guidelines"", ""relevance_score"": 0.0172}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""13.5 Substance, safety, and workplace conduct"", ""relevance_score"": -0.0082}, {""source"": ""NEXUS_HR_POLICY_MANUAL.md"", ""department"": ""hr"", ""section"": ""4.2 Anchor days and in-office expectations"", ""relevance_score"": -0.0564}]",
